x,y,z,pos
3920,-495,3618,MC
-710,737,9539,MC
-503,1020,-1440,MC
-4244,-688,-2551,MC
2311,756,14284,MC
2355,-804,8309,MC
-3047,-723,-12812,MC
1705,1051,-5986,MC
-117,-164,8823,MC
2422,291,10697,MC
-565,783,-3589,MC
2406,-1334,-1755,MC
-1816,464,-7090,MC
271,-645,3349,MC
1458,-523,11968,MC
2160,-749,-1678,MC
-761,343,-3240,MC
1230,478,3495,MC
968,18,4522,MC
826,-66,1362,MC
185,-271,5229,MC
-1335,505,-4872,MC
-444,527,305,MC
2150,-559,11377,MC
-1877,1017,3825,MC
1525,-332,-915,MC
-1429,-138,-3125,MC
887,-500,8305,MC
1057,-1117,2415,MC
-428,258,-2461,MC
-706,85,-2835,MC
554,-220,2567,MC
671,1077,8784,MC
-454,293,2829,MC
727,-676,-169,MC
-72,102,-1188,MC
306,-1028,6316,MC
428,3,5862,MC
-707,61,-1024,MC
451,-643,-2227,MC
296,476,1687,MC
565,609,3750,MC
-983,446,2585,MC
1115,-39,5780,MC
155,-379,-3227,MC
-825,136,-58,MC
634,-778,9043,MC
563,-463,2338,MC
-123,111,-2885,MC
-304,15,1269,MC
870,170,3310,MC
-316,1039,57,MC
528,-196,2554,MC
-39,130,745,MC
450,43,2637,MC
252,-416,3500,MC
214,-429,3436,MC
1025,-498,-1476,MC
-419,0,-2098,MC
221,-140,6232,MC
431,292,3926,MC
549,761,46,MC
-260,-164,-3006,MC
-14,207,2687,MC
1258,-209,7477,MC
-789,-38,1304,MC
255,-407,2056,MC
-27,-456,-1235,MC
-184,122,2830,MC
602,11,3411,MC
411,180,720,MC
327,453,-47,MC
-449,329,2067,MC
811,18,4469,MC
90,11,1780,MC
271,-291,1206,MC
5,-492,1518,MC
-39,-305,1747,MC
438,60,3083,MC
-47,-246,2722,MC
404,113,570,MC
-221,457,-2237,MC
85,200,4284,MC
94,147,1758,MC
578,-81,574,MC
-45,-232,463,MC
-116,-281,2581,MC
726,-345,4217,MC
-20,44,1845,MC
162,-32,1212,MC
-119,195,-1483,MC
448,390,2169,MC
498,-19,4211,MC
-278,261,1908,MC
511,69,1357,MC
-182,-291,951,MC
477,-246,3971,MC
29,-254,1760,MC
399,-125,1717,MC
49,-36,393,MC
447,263,3005,MC
222,218,1864,MC
278,197,2057,MC
130,16,-486,MC
238,-36,2985,MC
665,-222,4724,MC
-200,-182,996,MC
529,-159,1074,MC
67,-171,514,MC
61,99,1742,MC
519,220,3624,MC
111,209,2005,MC
315,102,632,MC
-116,136,-290,MC
543,-74,4116,MC
259,-214,3290,MC
285,-312,1455,MC
258,-127,563,MC
-7,62,2037,MC
464,45,2469,MC
233,256,1658,MC
150,78,759,MC
69,160,1926,MC
483,-33,3007,MC
-4,-106,1718,MC
310,-185,2208,MC
18,-240,937,MC
313,-74,2267,MC
281,13,2938,MC
86,-13,1621,MC
343,153,468,MC
11,127,450,MC
343,12,3444,MC
90,70,2370,MC
398,-258,1593,MC
-31,-86,306,MC
130,-208,2241,MC
465,-125,3540,MC
264,-54,2569,MC
44,90,1153,MC
262,45,809,MC
141,94,1499,MC
349,68,2476,MC
98,-29,2183,MC
222,1,2155,MC
137,-150,1223,MC
193,-159,2113,MC
253,-105,2515,MC
257,-71,1811,MC
38,37,1174,MC
389,81,2616,MC
223,131,2245,MC
153,59,1532,MC
179,-44,1063,MC
194,-73,1936,MC
313,-95,2894,MC
188,-143,2381,MC
208,-72,1486,MC
217,-20,645,MC
119,6,1718,MC
375,60,2859,MC
216,79,2099,MC
137,91,1373,MC
213,-44,1114,MC
232,-52,1991,MC
284,-65,2752,MC
190,-58,1925,MC
224,-75,1178,MC
194,31,1635,MC
261,-1,2331,MC
218,55,1777,MC
196,94,1328,MC
147,-9,1875,MC
321,6,2502,MC
221,-53,1870,MC
205,-64,1797,MC
152,-44,1456,MC
164,-28,1995,MC
298,19,2561,MC
167,-8,1782,MC
4423,-495,1506,MC
-4586,956,-21188,MC
-3280,-1888,13714,MC
6152,333,17332,MC
-9878,107,-4953,MC
-5324,943,-11779,MC
-5178,-2718,2916,MC
-2066,1183,4244,MC
-1717,-1383,-3386,MC
3898,851,-2409,MC
-347,-1311,-17131,MC
-3407,-2396,1241,MC
1711,497,7350,MC
2810,1967,-1728,MC
-1724,-481,-10930,MC
-2808,1313,-1641,MC
6078,284,27748,MC
-3424,-270,-12300,MC
3701,-2654,-4813,MC
-2675,30,-2760,MC
-73,933,10478,MC
-1679,813,-613,MC
3897,-326,2298,MC
2430,-920,3402,MC
-2724,1435,-9570,MC
999,347,7184,MC
2504,-2394,10143,MC
-101,-840,3395,MC
-26,253,-13605,MC
-57,-121,9150,MC
3690,389,16180,MC
-1355,704,-6242,MC
2150,-444,-18,MC
-2873,820,-2964,MC
1302,-359,7822,MC
687,-530,10809,MC
-9,-406,-1257,MC
-1164,-512,-5464,MC
-118,554,857,MC
1536,-382,8384,MC
626,-336,-122,MC
93,458,5301,MC
-1157,463,-3599,MC
-913,411,-247,MC
1490,-125,10697,MC
-610,15,3342,MC
307,-520,-4950,MC
82,-210,742,MC
1283,207,11402,MC
-525,-124,193,MC
112,7,-3647,MC
-563,45,-4269,MC
856,-29,8098,MC
1078,657,8142,MC
-707,330,104,MC
1108,-450,149,MC
-378,421,-2430,MC
509,-953,5679,MC
570,-149,7442,MC
-1191,57,463,MC
754,-886,-4317,MC
627,860,4703,MC
203,854,4401,MC
-172,-12,2976,MC
1393,61,1719,MC
-227,-587,-4584,MC
-289,-92,4487,MC
897,-417,6975,MC
842,-822,-710,MC
-45,225,-1809,MC
-440,291,2658,MC
757,-84,5178,MC
626,89,753,MC
-78,702,1039,MC
248,-49,691,MC
-283,69,1663,MC
591,218,4880,MC
105,-809,3225,MC
1350,-359,-1124,MC
-675,162,-3241,MC
54,-160,6110,MC
496,316,5973,MC
441,460,-134,MC
49,-220,-3584,MC
-454,361,1436,MC
881,-314,7452,MC
-143,-40,3265,MC
-122,-235,1500,MC
554,-706,-1408,MC
49,-154,1478,MC
-127,106,3965,MC
235,51,2089,MC
459,413,561,MC
-169,159,-374,MC
119,251,3611,MC
11,102,2350,MC
309,-559,768,MC
-178,-374,1123,MC
76,-144,3427,MC
332,-60,3554,MC
104,-122,1409,MC
587,137,-684,MC
-298,559,-1252,MC
263,209,6656,MC
329,119,3963,MC
138,-86,-328,MC
278,-273,115,MC
-208,-213,1882,MC
590,-488,4112,MC
293,92,2893,MC
-42,97,1411,MC
-200,337,-1020,MC
777,198,3643,MC
244,66,3667,MC
-50,187,1796,MC
375,51,726,MC
70,-424,1646,MC
372,-208,4338,MC
18,-64,1474,MC
381,-241,1376,MC
-170,54,17,MC
341,176,3411,MC
402,259,2275,MC
-41,284,1754,MC
353,-35,246,MC
-115,32,1482,MC
597,-203,5433,MC
-290,-222,729,MC
553,-95,184,MC
-22,-62,432,MC
243,163,3116,MC
357,320,3569,MC
213,94,1549,MC
262,104,-296,MC
-117,102,-1127,MC
381,10,3307,MC
391,-154,4195,MC
30,-189,2074,MC
315,-241,930,MC
-33,-140,258,MC
332,65,2949,MC
266,71,2113,MC
242,271,1376,MC
172,148,663,MC
502,-53,3594,MC
90,-88,1887,MC
191,-143,1887,MC
208,-260,1091,MC
108,-98,1793,MC
291,11,3519,MC
69,-9,1807,MC
393,69,756,MC
-61,148,-422,MC
243,131,3072,MC
382,-46,3843,MC
34,19,1981,MC
418,-194,897,MC
-81,-178,417,MC
317,-146,2999,MC
336,-64,3173,MC
1,104,1585,MC
92,95,366,MC
270,150,2181,MC
287,34,2554,MC
133,-3,2227,MC
257,-113,1779,MC
1,-98,1216,MC
341,-195,2660,MC
157,-115,2218,MC
231,-1,1533,MC
-9,67,526,MC
378,50,2555,MC
290,106,2737,MC
84,104,1477,MC
309,-91,1160,MC
100,-71,1320,MC
255,-88,2996,MC
204,-70,2458,MC
188,-94,845,MC
93,52,594,MC
206,13,2165,MC
369,36,3103,MC
160,68,1946,MC
160,54,1128,MC
216,-32,1044,MC
278,-54,2453,MC
213,-60,2707,MC
224,-87,2107,MC
208,-88,1222,MC
154,40,1382,MC
268,-6,2148,MC
231,56,2196,MC
250,79,1478,MC
38,29,1280,MC
387,-83,2670,MC
190,-32,1788,MC
175,-49,1387,MC
163,-72,1373,MC
162,-46,1861,MC
291,11,2506,MC
1524,1351,-9013,MC
-6576,746,-26350,MC
1310,-1650,18778,MC
3802,2169,17045,MC
-3971,-10,-5985,MC
2184,1285,-4197,MC
4607,1617,3855,MC
-5965,-1430,-4444,MC
2128,1419,-10639,MC
495,-69,-8409,MC
-2437,-4209,-4930,MC
1687,965,7158,MC
-1516,202,-165,MC
-96,-687,-2524,MC
-2485,992,-7096,MC
5480,1519,23127,MC
-399,899,-827,MC
595,-2472,-11389,MC
613,-861,4266,MC
-2327,1747,7196,MC
-616,929,-91,MC
5324,-961,3731,MC
285,233,1785,MC
-1220,586,-4307,MC
-1140,585,3114,MC
2651,-1351,13317,MC
1087,-1559,1812,MC
-3246,948,-11916,MC
2334,1473,4906,MC
-838,-816,4462,MC
1852,729,1407,MC
177,-554,-6202,MC
-3479,947,543,MC
796,-434,10567,MC
1785,-803,9112,MC
-602,-528,-5433,MC
-931,-40,-2913,MC
1330,117,3555,MC
-535,42,2301,MC
961,-57,5728,MC
811,-52,5254,MC
-1677,665,-7602,MC
-75,332,-1007,MC
1569,-723,9657,MC
-1020,1003,4180,MC
1036,-503,669,MC
-1100,-310,-1919,MC
523,-107,7492,MC
240,-414,1028,MC
-491,-53,-3894,MC
-803,201,-3529,MC
1148,26,7806,MC
309,1046,6678,MC
697,274,1650,MC
-165,64,-1849,MC
-357,269,229,MC
565,-1098,5984,MC
409,-221,5354,MC
-337,-187,447,MC
-373,-715,-4337,MC
691,364,2539,MC
744,649,3807,MC
-1036,842,3847,MC
1150,-195,513,MC
383,-271,-3402,MC
-487,-12,11,MC
-74,-678,8115,MC
549,-329,3385,MC
197,-280,-4252,MC
37,242,2329,MC
492,129,4242,MC
368,74,-18,MC
359,751,1423,MC
-215,-46,1771,MC
165,114,2384,MC
488,181,3557,MC
-55,-765,2683,MC
515,-425,1895,MC
44,-150,-1891,MC
-59,-104,1843,MC
498,236,4967,MC
988,393,865,MC
-370,-133,-4954,MC
-52,355,2617,MC
820,-79,7840,MC
-156,-23,3646,MC
-97,-301,518,MC
499,-664,-998,MC
152,-385,1506,MC
-85,120,3973,MC
237,136,1991,MC
286,242,-66,MC
317,231,1026,MC
95,266,2604,MC
331,94,3420,MC
162,-179,1656,MC
128,-377,1117,MC
119,-148,3108,MC
182,-58,3651,MC
325,-72,1268,MC
184,125,-1750,MC
-21,489,1197,MC
181,200,5659,MC
228,235,2776,MC
324,-173,-67,MC
104,-232,568,MC
-10,-184,2468,MC
538,-424,4236,MC
212,84,2501,MC
6,-66,495,MC
94,175,-1020,MC
87,396,1689,MC
587,-20,4718,MC
25,196,931,MC
196,50,677,MC
78,-391,2244,MC
481,-227,4102,MC
-16,-204,1217,MC
208,-223,1247,MC
117,43,1141,MC
224,181,2287,MC
399,302,2160,MC
156,174,1585,MC
145,84,208,MC
121,-5,2697,MC
516,-200,4992,MC
-11,-263,1422,MC
-230,-222,342,MC
532,-119,399,MC
-10,-118,939,MC
553,178,3884,MC
65,350,1674,MC
370,46,412,MC
-123,177,-233,MC
484,-122,3950,MC
242,-104,3836,MC
-75,-119,1775,MC
428,-358,1149,MC
29,-110,279,MC
305,87,3066,MC
323,62,2284,MC
153,268,915,MC
221,114,805,MC
229,89,2946,MC
435,-26,2743,MC
-2,-115,1007,MC
246,-196,1438,MC
156,-140,2330,MC
307,36,3142,MC
-66,-16,1181,MC
465,23,748,MC
-57,187,191,MC
327,89,3569,MC
333,12,3309,MC
23,-2,1489,MC
404,-184,695,MC
-170,-74,981,MC
446,-232,3909,MC
228,-18,2308,MC
-10,94,1217,MC
261,-73,819,MC
63,127,1368,MC
441,91,2693,MC
74,26,2235,MC
281,-123,1596,MC
-8,-91,1354,MC
336,-135,2877,MC
145,-133,1887,MC
197,-15,1395,MC
10,60,937,MC
417,10,2896,MC
237,123,2260,MC
68,75,1207,MC
233,-69,1037,MC
89,-45,2006,MC
422,-115,3559,MC
71,-129,1779,MC
263,-77,1605,MC
205,-95,514,MC
263,2,2768,MC
408,40,2793,MC
20,95,1618,MC
281,-18,858,MC
204,8,1410,MC
323,-55,2961,MC
154,-73,2254,MC
246,-70,1862,MC
208,-112,1159,MC
150,38,1790,MC
278,7,2291,MC
235,46,1920,MC
234,88,1656,MC
117,93,1347,MC
247,-29,2423,MC
344,-39,2161,MC
114,-43,1618,MC
130,-39,1279,MC
138,-45,2181,MC
400,-22,2792,MC
46,3,1528,MC
662,537,3923,BL
-549,-267,-20449,BL
-3399,-3294,7637,BL
-3272,2271,16137,BL
-1719,4783,-4494,BL
1351,1261,-14106,BL
-8689,393,14976,BL
-6861,883,1613,BL
-4767,-260,-5025,BL
-2472,-2423,4963,BL
1414,253,244,BL
2438,1433,-11235,BL
2143,2218,640,BL
-1366,1046,9525,BL
1696,-2115,-1784,BL
983,-308,-9120,BL
-1627,-2408,-3545,BL
4518,-2997,7103,BL
-3075,2501,-5230,BL
-799,-1340,2756,BL
2711,1488,-195,BL
-1457,1799,459,BL
878,-676,4543,BL
-2881,-54,-4836,BL
379,1373,13682,BL
-1469,465,-2055,BL
-1525,-609,1605,BL
857,759,3038,BL
775,-696,-444,BL
-39,-1127,-1556,BL
1023,606,2526,BL
293,-65,2843,BL
353,-1230,5510,BL
-1745,1285,7686,BL
12,-778,-5735,BL
865,-575,-7042,BL
352,-298,9479,BL
1409,-1156,15300,BL
-1028,1273,-4593,BL
188,-335,-3457,BL
2055,-1206,6171,BL
-2647,1875,-3842,BL
-227,-287,9730,BL
480,484,7696,BL
-805,570,-5048,BL
-391,55,4341,BL
-497,-63,3328,BL
672,-1027,1007,BL
377,50,-2903,BL
366,-699,4813,BL
660,-291,851,BL
-161,1123,-1697,BL
1439,-281,6066,BL
-147,614,589,BL
-1078,628,483,BL
471,216,7815,BL
-121,-2,1433,BL
942,-7,739,BL
-798,748,2183,BL
346,-462,4730,BL
1744,-292,1320,BL
-375,556,-1613,BL
-789,182,-1315,BL
465,248,2833,BL
1426,-65,4941,BL
-675,-159,3328,BL
258,176,756,BL
203,-308,-1312,BL
-376,-440,283,BL
401,-101,7971,BL
69,-227,1824,BL
-381,188,-1649,BL
856,-212,3921,BL
-613,-2,-857,BL
225,8,2696,BL
103,-339,3914,BL
-78,-447,950,BL
521,-211,4423,BL
106,-334,2786,BL
163,-305,-2897,BL
587,411,842,BL
387,128,4685,BL
114,465,2473,BL
297,253,1339,BL
1138,-148,1827,BL
-761,-66,-2205,BL
165,-68,1941,BL
1027,-262,6057,BL
-53,-263,2074,BL
-12,141,150,BL
-125,161,-58,BL
693,-53,3979,BL
313,427,1529,BL
-529,249,1834,BL
413,-55,1294,BL
-244,-131,1693,BL
546,-224,2999,BL
367,-170,991,BL
-64,-87,2452,BL
653,-54,2284,BL
-342,16,537,BL
608,141,3297,BL
231,189,301,BL
-246,252,-426,BL
445,3,2873,BL
477,-201,3959,BL
-30,138,1770,BL
435,-340,1464,BL
221,-295,863,BL
-95,93,2101,BL
456,174,4422,BL
438,-86,1680,BL
-48,503,-1591,BL
163,155,1123,BL
322,-41,4091,BL
-22,102,2139,BL
204,-233,2676,BL
385,-351,1719,BL
-183,-144,255,BL
361,-114,2622,BL
-78,214,2405,BL
420,-67,2577,BL
212,204,650,BL
519,104,3276,BL
250,-159,1256,BL
-76,159,1476,BL
205,-102,1734,BL
128,-294,4158,BL
428,-144,2855,BL
-56,-87,-323,BL
283,10,501,BL
364,-42,2148,BL
94,228,2488,BL
273,205,2655,BL
574,-101,2280,BL
83,85,-402,BL
39,-183,1150,BL
641,-169,4043,BL
-92,36,1877,BL
551,15,1774,BL
-60,29,481,BL
411,102,2225,BL
142,82,1674,BL
261,67,2469,BL
201,33,1447,BL
-16,2,2432,BL
527,-222,1840,BL
47,-56,1063,BL
300,-88,2432,BL
-61,-7,1817,BL
201,104,2387,BL
287,48,2282,BL
135,-44,1080,BL
-113,104,303,BL
551,-92,2886,BL
178,-41,3282,BL
-41,-35,1825,BL
457,-91,1487,BL
114,-55,407,BL
177,-29,2477,BL
201,64,2446,BL
291,103,2336,BL
219,25,1187,BL
-62,59,784,BL
450,33,2311,BL
164,-56,2076,BL
154,-66,2757,BL
274,-74,1665,BL
-26,59,1256,BL
480,-179,2804,BL
-85,88,1060,BL
188,47,1630,BL
166,31,2462,BL
174,13,1508,BL
287,30,1703,BL
173,-46,1841,BL
68,-156,1315,BL
300,11,2590,BL
264,-145,2649,BL
262,-35,1959,BL
79,71,226,BL
305,40,1551,BL
334,5,2952,BL
-19,78,2148,BL
479,-32,2001,BL
141,4,912,BL
128,-87,1722,BL
356,-17,2263,BL
81,35,1934,BL
270,-104,1946,BL
78,104,972,BL
350,-74,1912,BL
208,39,1976,BL
133,43,1821,BL
250,18,1787,BL
277,1,2378,BL
178,-86,1877,BL
239,7,1344,BL
150,7,1653,BL
147,-73,2212,BL
-1246,1025,2497,TR
-27,-1538,8273,TR
-5888,538,-22678,TR
-12931,3276,11707,TR
-4510,-5154,14650,TR
-2201,-667,-4916,TR
-5513,547,-19570,TR
8460,-2466,16244,TR
-3997,2613,-3584,TR
4714,-2281,-1544,TR
-2026,-2427,2012,TR
-6194,-1803,-1730,TR
5872,441,3347,TR
286,1703,-3934,TR
2750,-2692,7986,TR
-341,2726,-16559,TR
-38,2768,-9185,TR
2905,-806,9442,TR
-2128,1435,551,TR
-2112,-993,-3352,TR
281,-1915,-9398,TR
4232,1431,3078,TR
-992,1938,47,TR
3045,583,3314,TR
1867,-512,-8162,TR
-1379,-728,-9680,TR
-456,1948,17509,TR
-409,-713,9229,TR
1259,-1355,2032,TR
-1570,2178,-8376,TR
-3303,4,308,TR
2944,-2059,5265,TR
1944,880,5882,TR
-1133,-743,7262,TR
-2779,-103,-8573,TR
3419,925,9209,TR
-451,-969,-1843,TR
1761,103,660,TR
-917,-481,-3193,TR
-1195,255,3194,TR
1058,57,15009,TR
449,-754,1206,TR
-1352,105,-7792,TR
368,94,-564,TR
1655,351,6208,TR
996,40,7485,TR
326,276,3229,TR
1652,-60,-8536,TR
529,-54,-7179,TR
384,404,8785,TR
272,-156,1624,TR
-31,138,-415,TR
1011,-297,-3608,TR
1023,699,3318,TR
-785,494,4621,TR
886,-165,7644,TR
450,-784,4288,TR
-212,-545,-5243,TR
-573,-13,-1528,TR
1360,-16,8754,TR
42,270,5496,TR
181,409,-2202,TR
-958,475,-1998,TR
1073,-142,8124,TR
638,200,999,TR
107,-473,-1376,TR
1112,-415,-502,TR
-212,-87,3199,TR
1346,-393,6012,TR
-297,328,1807,TR
1065,-48,-4949,TR
-92,64,-4565,TR
957,318,8243,TR
1054,22,8535,TR
-288,347,-1326,TR
159,-26,-2749,TR
155,-937,602,TR
-126,580,5202,TR
169,-81,5174,TR
475,-718,2223,TR
-241,232,-2737,TR
-203,76,-602,TR
1194,-107,5789,TR
721,28,211,TR
152,-187,-194,TR
-142,64,4317,TR
823,-196,3013,TR
-14,-155,-783,TR
432,-111,3297,TR
-405,-276,-1192,TR
-523,341,2973,TR
592,263,8148,TR
151,-479,1024,TR
291,-82,-3712,TR
-98,170,-1047,TR
768,-188,6939,TR
1045,-258,5716,TR
-392,397,-595,TR
380,4,-1961,TR
912,-15,3071,TR
181,270,4096,TR
-59,273,3355,TR
383,-62,-33,TR
136,-177,-1018,TR
140,193,4122,TR
-11,-240,4076,TR
749,-165,1921,TR
-126,57,-2357,TR
257,179,2675,TR
926,30,3964,TR
-390,301,-912,TR
706,58,1707,TR
-48,-30,1266,TR
40,52,3667,TR
422,-75,4256,TR
546,-261,29,TR
217,-101,-630,TR
-271,218,3310,TR
583,-149,5864,TR
721,-20,3887,TR
18,211,-736,TR
262,146,-1625,TR
57,129,1684,TR
542,62,5661,TR
340,-104,3420,TR
10,153,474,TR
215,-155,-841,TR
252,-148,1900,TR
353,133,3301,TR
249,77,3034,TR
330,72,1142,TR
-475,38,-359,TR
777,134,3127,TR
-15,-16,1052,TR
533,23,1652,TR
-181,29,797,TR
583,-128,4299,TR
334,-200,2296,TR
-215,76,-3,TR
443,-61,690,TR
-181,9,2204,TR
443,110,4722,TR
205,105,2130,TR
168,-84,778,TR
240,-202,-454,TR
-13,-9,1323,TR
555,-5,5370,TR
155,-172,3319,TR
-124,-6,-1593,TR
344,-19,1516,TR
444,-119,3921,TR
-101,39,2161,TR
337,118,2025,TR
3,-186,886,TR
279,-50,2095,TR
258,29,1986,TR
235,-137,2539,TR
355,-29,1620,TR
-145,19,35,TR
654,45,3536,TR
153,5,1900,TR
128,-88,817,TR
252,90,667,TR
-24,-26,2744,TR
313,-142,2634,TR
-56,175,281,TR
398,-233,616,TR
74,-22,2058,TR
275,59,3226,TR
305,27,2698,TR
208,23,1401,TR
-3,-77,-369,TR
189,119,1475,TR
366,-63,3976,TR
239,-219,3057,TR
43,86,563,TR
130,-135,564,TR
445,-117,2877,TR
-54,76,2086,TR
274,40,2403,TR
-115,6,829,TR
350,-52,2439,TR
591,18,2441,TR
119,54,1420,TR
332,-112,1857,TR
87,47,1403,TR
157,56,2422,TR
514,-105,3036,TR
41,13,1170,TR
176,32,609,TR
152,47,1388,TR
200,-6,3428,TR
317,-29,2940,TR
161,7,1014,TR
202,-79,624,TR
203,-42,1671,TR
170,49,2824,TR
291,-56,2330,TR
115,-1,667,TR
118,-22,930,TR
-1846,-1465,2725,TL
-11106,1458,-12761,TL
-5882,731,-14730,TL
-15163,382,-3496,TL
-16277,-189,23490,TL
-7791,-998,-2215,TL
-19428,5405,7179,TL
5705,-5268,13432,TL
-2267,-12,-1376,TL
-2318,2396,-2011,TL
-1251,-3130,3271,TL
-3443,3188,12066,TL
-122,-849,-4787,TL
4147,2713,18375,TL
2580,-944,-7961,TL
1007,-2348,-15075,TL
-255,1337,5274,TL
-1298,-1830,2420,TL
1014,1025,-1850,TL
-4044,1327,-12853,TL
2179,-1958,16613,TL
1113,2233,7279,TL
-2969,223,-16650,TL
3251,-363,10525,TL
1391,-834,-199,TL
-1655,1189,-6663,TL
12,115,2630,TL
-440,-1093,17139,TL
2812,434,957,TL
-994,1123,-6198,TL
2557,61,12179,TL
-1887,-73,2167,TL
627,-62,6689,TL
-1281,-689,3964,TL
-341,-216,-1445,TL
-810,-269,-490,TL
1681,71,5066,TL
2138,-222,1647,TL
-1017,1554,-6523,TL
707,106,6294,TL
478,-611,2640,TL
-241,1130,-1859,TL
1076,-380,4073,TL
-1118,-171,3657,TL
53,681,1250,TL
308,-725,1404,TL
-147,197,3846,TL
-129,-756,-7715,TL
-1081,-49,1225,TL
6,54,12047,TL
833,-7,3202,TL
301,521,-5421,TL
-131,184,-1042,TL
1190,-846,2951,TL
630,418,3855,TL
-267,321,4374,TL
-374,-810,-630,TL
374,-211,1146,TL
1332,5,2414,TL
-205,-71,941,TL
108,214,4619,TL
581,516,1407,TL
671,329,2497,TL
517,538,2883,TL
65,-133,879,TL
909,-803,4121,TL
8,-190,-28,TL
458,235,2478,TL
-577,-211,3425,TL
1003,23,3793,TL
495,78,-3494,TL
-406,533,-272,TL
765,258,8068,TL
298,-455,509,TL
642,138,13,TL
-181,-267,1192,TL
-200,-301,2610,TL
306,23,2180,TL
396,-110,5692,TL
629,-293,-1288,TL
-366,620,-3182,TL
529,6,4900,TL
225,-53,6300,TL
-261,450,2233,TL
-146,-334,-1861,TL
592,-351,3134,TL
398,-25,2409,TL
251,14,1015,TL
71,-108,1815,TL
382,-83,1845,TL
228,252,2282,TL
-197,84,2525,TL
843,-102,2512,TL
-445,216,-1550,TL
203,119,3723,TL
139,-178,3341,TL
274,77,1619,TL
63,-347,-129,TL
303,-222,821,TL
157,336,2439,TL
-118,434,3633,TL
866,-285,3974,TL
66,-62,-2785,TL
98,291,-67,TL
474,-275,4990,TL
292,-95,3853,TL
236,-151,956,TL
-280,-8,1254,TL
217,-131,2134,TL
359,-132,1365,TL
72,240,1717,TL
280,-152,2260,TL
128,291,1401,TL
8,56,2127,TL
523,-305,3480,TL
-78,-58,160,TL
337,-197,521,TL
227,-120,3296,TL
263,54,3318,TL
388,33,965,TL
-250,209,-337,TL
178,30,891,TL
485,-206,2512,TL
132,284,3052,TL
292,-43,2788,TL
200,-182,734,TL
138,-68,538,TL
36,-156,2354,TL
326,112,2963,TL
342,-151,850,TL
-9,163,384,TL
227,85,1923,TL
322,59,3061,TL
-131,86,2002,TL
415,-223,2575,TL
150,-114,597,TL
214,-85,2118,TL
300,-35,2870,TL
-32,40,532,TL
475,-104,1825,TL
3,90,2105,TL
209,126,2687,TL
474,-104,1830,TL
-86,87,375,TL
294,-38,2554,TL
237,-47,3301,TL
250,-177,2534,TL
90,-30,502,TL
201,25,573,TL
285,-55,2371,TL
86,198,2953,TL
193,114,2126,TL
405,-77,1798,TL
63,-18,159,TL
255,-21,1905,TL
356,47,3175,TL
22,-92,2265,TL
371,-72,1748,TL
-83,131,469,TL
462,-148,3113,TL
-78,197,255,TL
308,14,2050,TL
221,19,2731,TL
151,-25,2201,TL
294,-7,1371,TL
149,-15,1527,TL
273,-168,1761,TL
103,78,1539,TL
278,113,3053,TL
257,-100,2347,TL
130,35,404,TL
146,34,607,TL
386,-64,3237,TL
189,25,3017,TL
61,16,1397,TL
312,-20,1289,TL
211,-185,2154,TL
255,76,2192,TL
93,44,1785,TL
361,-108,2378,TL
62,111,903,TL
180,31,1893,TL
366,-60,2281,TL
63,-49,1808,TL
176,-31,1921,TL
223,-47,1440,TL
240,-7,2541,TL
202,-101,2077,TL
26,25,929,TL
361,-26,1786,TL
243,-141,2195,TL
161,95,2359,TL
198,9,1667,TL
213,-45,1335,TL
73,-52,1755,TL
381,-44,2723,TL
167,-66,2132,TL
186,-50,1692,TL
149,33,832,TL
215,-8,1979,TL
6119,-873,-709,MC
-8088,665,-24885,MC
-303,-331,20427,MC
475,-1065,32767,MC
-2105,15,17054,MC
-10001,1121,7211,MC
3826,491,4393,MC
-6364,1500,15488,MC
5527,1214,7969,MC
-3569,474,-12505,MC
12,-2292,-7249,MC
-4210,-2155,-1800,MC
1867,653,5373,MC
-1286,-271,621,MC
-68,-284,-7062,MC
-3705,2804,-6155,MC
3433,813,17239,MC
-1596,-387,-4880,MC
4693,-2719,-943,MC
-441,1476,-3089,MC
11,-763,-1344,MC
1047,334,8095,MC
1427,1214,-2325,MC
1357,-875,-1995,MC
-825,1629,-1332,MC
-965,543,9005,MC
3751,-2316,3969,MC
258,423,5254,MC
-620,-395,-14774,MC
-3491,504,2327,MC
5052,-597,23878,MC
290,-286,-2602,MC
-1524,1180,-8309,MC
-2678,515,2731,MC
1786,-949,8324,MC
933,-78,4333,MC
-293,437,2590,MC
492,-902,-1359,MC
-81,182,-6567,MC
1267,207,6603,MC
1567,-408,4974,MC
317,-38,315,MC
-597,586,-4048,MC
-1106,220,2745,MC
1573,458,6644,MC
-401,689,22,MC
102,-888,-2841,MC
-527,-230,1890,MC
1164,394,10572,MC
-338,-573,1092,MC
-1049,61,-4033,MC
-6,-322,-5460,MC
521,-120,5873,MC
272,1166,11314,MC
-335,155,2887,MC
595,-369,-1231,MC
-757,296,-3464,MC
258,-781,5060,MC
1057,-153,7427,MC
-1184,106,2647,MC
202,-312,-4604,MC
-50,967,1060,MC
928,495,6984,MC
-296,175,3476,MC
602,429,353,MC
-263,-508,-2990,MC
-32,-247,1947,MC
359,-403,7056,MC
-149,-17,48,MC
594,-765,131,MC
129,-165,3173,MC
-261,64,2522,MC
903,122,1825,MC
133,692,2193,MC
-5,40,-864,MC
-160,171,362,MC
602,220,7777,MC
