x,y,z,pos
195,-13,1158,MC
128,117,1810,MC
377,347,2540,MC
211,193,2011,MC
107,149,126,MC
10,-15,1214,MC
409,-194,5194,MC
202,-245,2498,MC
-51,-220,586,MC
351,-99,605,MC
16,-105,1442,MC
421,151,3197,MC
91,395,2370,MC
460,34,1481,MC
-24,173,-585,MC
518,-79,4266,MC
173,-139,3053,MC
29,-179,1793,MC
360,-242,965,MC
-91,-56,1187,MC
428,4,3044,MC
127,92,1627,MC
103,241,884,MC
248,86,1339,MC
281,49,3085,MC
313,-13,2249,MC
70,-144,1290,MC
304,-164,1731,MC
16,-209,1869,MC
239,-41,3166,MC
79,-15,1701,MC
280,125,357,MC
-13,148,532,MC
449,110,3764,MC
173,-7,2905,MC
130,-49,1566,MC
323,-160,544,MC
-39,-171,1652,MC
428,-191,3528,MC
126,-29,2005,MC
138,36,1251,MC
186,45,990,MC
175,72,1760,MC
342,106,2274,MC
120,-5,2062,MC
203,11,2126,MC
117,-164,1314,MC
329,-200,2699,MC
151,-111,1722,MC
219,-79,1530,MC
54,64,766,MC
267,-7,2207,MC
348,116,2937,MC
21,161,1210,MC
352,-77,1174,MC
113,-13,1403,MC
274,-70,3043,MC
251,-135,2550,MC
155,-52,1851,MC
305,-142,892,MC
-18,83,1122,MC
293,4,2666,MC
345,30,2583,MC
73,114,1313,MC
209,-27,1327,MC
267,-50,2323,MC
212,-17,2430,MC
192,-140,1898,MC
254,-50,1844,MC
99,0,1322,MC
274,-4,2182,MC
253,56,1940,MC
185,73,1434,MC
130,80,1464,MC
240,14,2580,MC
336,-71,2130,MC
135,-3,1596,MC
214,-83,1378,MC
130,-42,1836,MC
292,-19,2712,MC
114,-15,1552,MC
1333,-140,2856,MC
-960,1432,-13329,MC
-5059,-1966,-1213,MC
2555,3037,12695,MC
-1204,-977,-12159,MC
-2677,220,-3437,MC
3598,2178,10733,MC
-5061,-1883,-5865,MC
2172,795,-6607,MC
-2694,-283,-4786,MC
-890,-3699,950,MC
565,1823,2711,MC
-184,-37,8645,MC
-829,-418,-8366,MC
-27,913,-5116,MC
-4794,1070,15577,MC
4614,-319,12377,MC
-3786,-1569,-18028,MC
3032,-416,990,MC
-1778,729,7831,MC
-1746,1665,1430,MC
4206,-436,1630,MC
1326,-572,1694,MC
-2245,899,-6104,MC
-3413,-295,533,MC
880,800,8883,MC
2284,-910,7799,MC
-2108,-898,-6912,MC
1612,595,-7696,MC
-670,233,5199,MC
1449,528,13670,MC
878,336,-272,MC
563,-898,-7240,MC
-2585,666,1258,MC
1228,-359,11486,MC
1274,-744,5674,MC
-93,606,-4312,MC
-860,682,2834,MC
819,-363,1457,MC
834,639,2001,MC
267,310,7316,MC
-106,-187,-3785,MC
-891,305,-6174,MC
903,-687,5643,MC
1794,368,8595,MC
-1310,431,2802,MC
168,-241,-3792,MC
645,-259,776,MC
758,268,8802,MC
-377,313,-180,MC
-184,-470,-4368,MC
-101,168,-1048,MC
287,715,7674,MC
140,-74,4706,MC
-280,322,-1801,MC
174,-423,-2269,MC
209,-717,3329,MC
1240,-509,7161,MC
-439,102,1764,MC
183,-308,-3295,MC
525,-99,-650,MC
748,399,4111,MC
-210,1071,3443,MC
67,-10,4154,MC
1290,-431,89,MC
-320,-131,-4571,MC
53,-123,5578,MC
1105,-460,7801,MC
337,-29,-2751,MC
-444,148,695,MC
655,69,4507,MC
372,188,912,MC
202,735,1077,MC
-167,-18,1479,MC
76,-177,2337,MC
535,69,4169,MC
-259,-672,2384,MC
540,-386,2148,MC
38,-77,-1937,MC
-312,13,1334,MC
491,201,5954,MC
441,304,2853,MC
697,199,-2344,MC
-957,202,-2343,MC
908,-307,8110,MC
-8,-157,3065,MC
-73,-242,173,MC
446,-360,-382,MC
310,-458,-285,MC
-67,180,3214,MC
615,148,3302,MC
367,128,1287,MC
66,470,318,MC
-126,140,1350,MC
587,-90,3746,MC
100,-73,3425,MC
239,-480,1333,MC
-170,-221,366,MC
149,-85,3280,MC
310,-96,3726,MC
304,22,759,MC
84,225,-1616,MC
354,209,4334,MC
348,260,4912,MC
97,-138,849,MC
342,-194,166,MC
-79,-225,609,MC
299,-283,4138,MC
432,64,4109,MC
-67,-35,1355,MC
248,53,-667,MC
-103,342,-92,MC
729,67,3807,MC
168,174,3334,MC
190,42,1553,MC
259,-27,498,MC
86,-295,1827,MC
240,-250,2632,MC
306,55,1269,MC
291,-73,371,MC
14,159,892,MC
514,287,3373,MC
250,143,1992,MC
120,207,684,MC
24,-64,817,MC
447,-193,4167,MC
335,-72,3160,MC
-69,-222,1058,MC
419,-68,357,MC
59,-79,683,MC
335,122,3328,MC
210,296,3501,MC
315,22,1146,MC
-191,150,-375,MC
511,-120,3814,MC
267,-76,3867,MC
15,-126,1919,MC
376,-283,953,MC
-71,-59,66,MC
302,85,3168,MC
311,45,2665,MC
118,231,1053,MC
335,99,750,MC
110,80,2205,MC
502,-56,2953,MC
163,-151,1529,MC
202,-68,1710,MC
28,-233,1526,MC
256,-18,2613,MC
276,-18,2170,MC
268,-11,1524,MC
50,169,91,MC
194,117,1589,MC
358,45,3697,MC
104,6,2802,MC
331,-188,1379,MC
4,-65,-186,MC
64,-214,2442,MC
462,-116,4044,MC
-33,59,1505,MC
298,-23,999,MC
123,84,603,MC
251,114,2200,MC
301,73,2683,MC
73,9,2224,MC
285,-108,1704,MC
129,-95,1719,MC
356,-131,2933,MC
178,-49,1797,MC
180,34,896,MC
161,69,1433,MC
309,58,2722,MC
201,92,2076,MC
222,6,1268,MC
111,-27,1036,MC
296,-105,2791,MC
241,-80,2662,MC
197,-93,1942,MC
272,-72,1197,MC
54,46,724,MC
213,-27,2369,MC
340,69,3034,MC
213,41,1243,MC
143,22,732,MC
265,-88,2003,MC
303,-34,3093,MC
98,-80,2151,MC
296,-83,1607,MC
146,-20,862,MC
224,6,2097,MC
286,56,2379,MC
160,96,1742,MC
248,26,1408,MC
184,1,1896,MC
271,-5,2224,MC
239,-45,2090,MC
200,-19,1617,MC
113,-9,1393,MC
276,-4,2415,MC
170,-32,2010,MC
569,-333,2311,BR
-2194,682,-14787,BR
-2623,3571,-1402,BR
561,435,21044,BR
829,-609,8477,BR
332,-2137,-8303,BR
1546,-1444,-6189,BR
-4464,1226,-8632,BR
4420,-1134,2283,BR
3478,1747,-2529,BR
-4910,-882,4292,BR
2366,1060,3413,BR
-498,-1357,-9255,BR
3930,968,12868,BR
-5633,-385,-8836,BR
562,-2990,-4442,BR
-4280,2923,4775,BR
745,-1641,-7391,BR
3507,725,2593,BR
-2834,2514,2181,BR
2452,-3104,8077,BR
1333,1377,-185,BR
734,1227,-6199,BR
840,-2575,-1804,BR
-2784,1002,12662,BR
3468,-431,6016,BR
-628,412,-9634,BR
-382,172,9522,BR
1823,-245,4279,BR
-1599,2074,-10512,BR
-1345,228,5801,BR
4305,-945,13237,BR
-2254,-5,-7729,BR
794,262,11171,BR
271,-1169,3278,BR
689,-311,-7301,BR
594,654,3210,BR
-595,-1055,7530,BR
-569,962,2403,BR
-388,195,1816,BR
1124,-1410,1899,BR
-349,495,-5524,BR
-1575,711,1781,BR
2246,-477,11805,BR
-422,-234,-1579,BR
1360,-27,182,BR
-1088,254,-230,BR
440,-289,707,BR
1057,109,1826,BR
-1874,805,2215,BR
1198,-767,2646,BR
741,144,-1664,BR
161,501,1337,BR
-210,176,4594,BR
117,38,823,BR
-364,-60,1975,BR
-89,30,5960,BR
511,-474,2730,BR
398,-81,-3498,BR
-1070,118,-805,BR
1007,-271,8528,BR
752,420,2161,BR
-915,155,-1902,BR
42,121,3280,BR
161,-158,-1051,BR
1263,146,6876,BR
-567,394,2945,BR
-606,-178,-9,BR
694,-545,-877,BR
729,181,2114,BR
-204,-119,1754,BR
88,138,3180,BR
1752,-131,3768,BR
-920,250,-1646,BR
-161,268,495,BR
1325,-321,5504,BR
95,-257,1847,BR
-910,-17,-763,BR
844,-311,5047,BR
647,-305,3241,BR
-491,49,-1787,BR
611,-3,2760,BR
74,-42,1758,BR
81,40,2766,BR
475,138,3012,BR
235,-82,840,BR
263,-220,456,BR
49,-81,297,BR
105,-165,4283,BR
831,-306,6043,BR
-356,121,-1504,BR
-112,45,-1891,BR
796,-112,4446,BR
-67,181,2513,BR
-201,305,1097,BR
774,-157,3764,BR
375,-204,1233,BR
-336,-23,-1262,BR
494,-202,4759,BR
498,-286,1751,BR
-552,344,-589,BR
675,-10,4102,BR
405,-113,909,BR
-191,259,-280,BR
323,108,2809,BR
99,-107,2876,BR
-71,131,2850,BR
473,-179,2245,BR
-19,-191,361,BR
276,-62,360,BR
48,261,2292,BR
35,37,3350,BR
613,11,3255,BR
129,156,-662,BR
167,-47,1654,BR
570,27,3519,BR
130,-37,2834,BR
31,-8,1700,BR
56,-104,1071,BR
738,-123,1551,BR
-290,128,709,BR
360,53,3913,BR
360,113,1733,BR
-164,252,943,BR
431,-73,2851,BR
213,28,1246,BR
238,-58,989,BR
376,-87,2312,BR
84,56,2378,BR
383,0,2762,BR
406,-14,2429,BR
14,37,143,BR
414,54,1381,BR
88,127,3324,BR
314,-53,3128,BR
310,146,1033,BR
156,-95,994,BR
335,-158,1781,BR
-26,41,1263,BR
573,-108,4019,BR
263,-38,2384,BR
-220,94,-546,BR
577,-18,1999,BR
139,88,2390,BR
-74,-24,2163,BR
584,-90,2320,BR
35,20,1411,BR
259,-123,1928,BR
105,51,1516,BR
269,-153,1921,BR
161,-15,1992,BR
193,16,2140,BR
365,-12,1741,BR
2,101,1068,BR
291,-149,1771,BR
187,32,1732,BR
-12,5,2770,BR
475,-254,3224,BR
18,25,258,BR
85,-58,970,BR
365,-76,2552,BR
-184,107,2067,BR
391,-62,2713,BR
-40,-19,497,BR
164,-89,1189,BR
257,29,2316,BR
121,-28,2726,BR
299,-133,2055,BR
37,35,1304,BR
284,-123,1719,BR
243,-61,1548,BR
53,63,1866,BR
326,-7,2460,BR
119,28,1734,BR
128,-82,2007,BR
445,-25,1900,BR
2,-15,1009,BR
308,-146,2187,BR
195,68,2010,BR
446,-100,2832,BR
181,-31,951,BR
89,27,801,BR
402,-17,2210,BR
151,34,2406,BR
205,13,2355,BR
301,20,1739,BR
147,-90,1096,BR
331,-63,1688,BR
157,89,2217,BR
271,-55,2665,BR
245,53,1605,BR
109,39,1145,BR
366,-42,2147,BR
332,6,1932,BR
71,26,1692,BR
361,-52,2491,BR
25,56,1462,BR
331,-56,2247,BR
210,71,1582,BR
85,-22,1415,BR
-1163,-30,-6058,BR
-2340,2901,314,BR
-752,631,9673,BR
657,-656,2745,BR
2383,-107,5621,BR
36,-2446,-12340,BR
135,161,1321,BR
-163,360,-6898,BR
-559,-170,-7159,BR
1952,1355,4459,BR
-1117,-324,-4271,BR
1893,254,-464,BR
752,719,5503,BR
-1633,-2184,-3348,BR
3534,706,10168,BR
-2331,-26,3402,BR
-380,-2540,-1612,BR
-1662,2463,-9533,BR
386,439,13444,BR
-306,-1836,6931,BR
-27,1334,-7123,BR
1668,-725,-7744,BR
-1785,186,10499,BR
1030,-910,13261,BR
1235,-1104,-6192,BR
-2316,953,-6610,BR
2692,-815,14169,BR
-276,830,441,BR
-2591,658,-9206,BR
3042,-636,9842,BR
-1396,101,-5786,BR
-399,1061,-1712,BR
1470,282,11374,BR
1072,-822,-2987,BR
-707,713,-5312,BR
695,19,3996,BR
1371,-164,9631,BR
-1292,231,-645,BR
1314,-917,1617,BR
790,-232,-3607,BR
-2294,1545,-2504,BR
1966,-306,11020,BR
-72,-195,5049,BR
-563,-5,613,BR
563,-528,-3650,BR
-741,479,3516,BR
891,-1056,2600,BR
359,104,-1439,BR
-1047,975,3202,BR
640,-515,3191,BR
1086,-267,-2135,BR
161,588,2625,BR
-329,287,3570,BR
174,-273,-1556,BR
362,-210,3004,BR
-519,-13,5671,BR
847,-235,3218,BR
528,-205,-4700,BR
-709,186,-1248,BR
750,-318,9515,BR
373,523,2607,BR
-120,149,-1426,BR
157,221,1929,BR
617,-437,1377,BR
686,59,5341,BR
-458,332,2865,BR
143,-606,-456,BR
318,123,417,BR
209,-313,2980,BR
-635,86,1599,BR
980,7,3410,BR
443,40,1406,BR
-708,155,-1665,BR
737,-35,3816,BR
718,-109,4231,BR
-30,24,-758,BR
-109,-80,-420,BR
1006,-271,6700,BR
-215,-151,-933,BR
-178,169,-474,BR
808,-126,2389,BR
27,-32,2758,BR
384,99,3531,BR
170,-7,1736,BR
356,-286,733,BR
60,-16,266,BR
-28,40,1850,BR
412,-271,6650,BR
459,-121,1935,BR
-301,160,-3383,BR
566,-70,1133,BR
556,9,5887,BR
-574,258,615,BR
251,-126,1790,BR
359,-194,1951,BR
45,-1,176,BR
179,54,2844,BR
538,-357,3802,BR
-75,26,-186,BR
-518,400,1391,BR
1323,-348,5285,BR
-244,184,-565,BR
-1,275,573,BR
288,17,3052,BR
157,-110,2750,BR
601,-23,3262,BR
340,-134,1866,BR
175,-143,743,BR
328,-222,-66,BR
-23,383,2116,BR
159,-2,4117,BR
161,139,365,BR
-117,116,-1006,BR
233,-119,2242,BR
454,96,3844,BR
107,-65,2240,BR
36,22,1469,BR
16,-85,939,BR
804,-148,2504,BR
-356,223,973,BR
317,89,2775,BR
588,-36,1953,BR
-306,271,755,BR
522,-62,3404,BR
161,46,1103,BR
337,-109,1360,BR
219,-72,1297,BR
374,-14,3559,BR
514,-12,2562,BR
-230,55,-69,BR
561,-34,840,BR
100,94,2022,BR
266,-4,4132,BR
281,51,1936,BR
139,37,515,BR
259,-217,1574,BR
132,-28,1757,BR
297,8,2631,BR
357,-115,3119,BR
11,35,730,BR
56,51,354,BR
576,23,2903,BR
-166,25,2172,BR
510,-72,1624,BR
3,58,1241,BR
262,-214,2999,BR
189,62,1500,BR
131,-21,1124,BR
352,-167,2125,BR
-117,84,2134,BR
453,-89,2609,BR
133,89,1046,BR
87,-85,1550,BR
250,-79,1643,BR
59,102,1960,BR
349,-190,3715,BR
146,-102,1592,BR
41,53,-45,BR
268,-123,1653,BR
-30,82,2511,BR
285,-21,1995,BR
332,-23,1527,BR
-59,-103,861,BR
330,-39,2135,BR
157,78,2318,BR
243,-243,2491,BR
149,12,1203,BR
118,21,1629,BR
500,-181,2330,BR
249,-73,1683,BR
-35,87,1319,BR
462,-49,2293,BR
37,21,1790,BR
261,-77,2545,BR
321,6,1577,BR
74,-31,1142,BR
227,-15,2014,BR
132,115,2585,BR
359,-103,2567,BR
177,10,886,BR
151,23,911,BR
286,-25,2329,BR
217,34,2587,BR
193,17,2039,BR
276,25,1507,BR
119,-53,1296,BR
411,-58,2046,BR
97,124,2005,BR
247,-63,2394,BR
263,47,1604,BR
25,59,1283,BR
396,-44,2485,BR
94,72,1496,BR
329,-38,2103,BR
109,90,1789,BR
246,-30,2316,BR
315,7,1812,BR
16,46,980,BR
362,-79,2162,BR
224,43,2122,BR
656,-1450,5709,TL
-990,2384,-11548,TL
-8661,191,-22606,TL
-8595,33,4454,TL
9193,-720,15197,TL
-5842,-494,-10710,TL
-7482,4071,-8114,TL
4536,-4072,2312,TL
361,-150,-13783,TL
856,1984,-1143,TL
-1361,-2102,-2478,TL
1975,1793,9659,TL
-5357,-810,3010,TL
2780,1754,18880,TL
653,-1172,-1065,TL
-2091,-1769,-14892,TL
-338,1430,12431,TL
1108,-2743,16694,TL
311,-721,-7817,TL
-6306,1617,-6894,TL
3350,-2374,19300,TL
2309,2858,4812,TL
-5062,1222,-9591,TL
4847,-663,14619,TL
-1212,-201,-3380,TL
-2184,810,-7538,TL
1995,-1317,8365,TL
-1609,-359,11765,TL
2087,-486,573,TL
-519,1290,-5948,TL
2178,1454,14845,TL
-1357,-779,-1535,TL
1414,-225,6956,TL
-199,-622,1595,TL
-2051,-135,-1561,TL
432,484,7087,TL
-132,-491,-119,TL
2305,-18,1518,TL
-1692,2111,-1890,TL
409,-205,5753,TL
1097,-1067,3221,TL
-1610,1168,-3534,TL
976,-631,3816,TL
158,-85,3074,TL
-18,430,1190,TL
-1023,-66,7182,TL
692,-285,4567,TL
-630,-1150,-9556,TL
-71,-736,-8375,TL
444,803,9622,TL
1043,-259,6983,TL
-96,458,-2566,TL
-347,267,-567,TL
258,-709,4194,TL
278,517,4874,TL
-850,-4,3595,TL
256,-112,1234,TL
122,-492,-1088,TL
980,4,2645,TL
31,423,1317,TL
18,-88,1077,TL
456,-70,-431,TL
612,-171,3665,TL
31,695,864,TL
329,-422,780,TL
815,-677,3992,TL
161,-360,-1167,TL
561,-114,3246,TL
-393,223,5158,TL
-14,130,1338,TL
1079,80,-2619,TL
-903,401,274,TL
1249,68,7850,TL
363,11,-736,TL
665,-8,-143,TL
320,-481,2253,TL
-495,55,2092,TL
533,85,2059,TL
637,60,5496,TL
473,313,-1140,TL
-251,213,-3310,TL
791,-41,5422,TL
155,208,5081,TL
-203,544,357,TL
29,-385,393,TL
456,-601,4295,TL
290,158,1225,TL
175,36,476,TL
150,-165,2012,TL
320,-341,1086,TL
278,393,2526,TL
257,245,3195,TL
540,-101,1120,TL
-380,217,-1286,TL
541,-272,6158,TL
-79,-118,2324,TL
309,77,1539,TL
167,-350,447,TL
13,-225,713,TL
357,284,2983,TL
-437,328,2964,TL
652,-205,3551,TL
474,8,-1666,TL
-162,197,18,TL
676,-223,4928,TL
85,-2,2194,TL
380,16,1241,TL
-208,-18,2071,TL
241,-133,2380,TL
625,-30,800,TL
24,241,2124,TL
391,-111,2638,TL
299,-14,1884,TL
14,396,2045,TL
419,-343,3203,TL
133,-208,1049,TL
227,-180,-23,TL
87,-108,3012,TL
152,64,3936,TL
354,-8,2093,TL
-38,162,-571,TL
224,16,761,TL
587,-117,2872,TL
133,332,2918,TL
203,-39,2389,TL
282,-190,978,TL
204,-30,788,TL
258,-48,2702,TL
289,69,2283,TL
395,-29,1118,TL
-84,216,735,TL
397,52,2413,TL
349,33,2192,TL
-131,51,1348,TL
537,-259,2363,TL
114,-49,1644,TL
240,-53,2632,TL
95,9,1835,TL
110,-24,645,TL
411,-81,1803,TL
-22,124,2288,TL
362,76,2775,TL
381,-66,1290,TL
124,3,1219,TL
228,-7,2775,TL
279,-78,3136,TL
190,-212,2084,TL
105,-13,441,TL
230,-8,1144,TL
278,-42,2694,TL
10,216,2056,TL
239,69,2338,TL
432,-57,2049,TL
22,-48,574,TL
289,-3,1958,TL
319,41,2574,TL
136,-124,2026,TL
266,11,1485,TL
85,87,1533,TL
320,-86,1781,TL
-23,175,28,TL
387,41,2489,TL
212,-2,2990,TL
211,5,2137,TL
215,-13,1277,TL
254,-58,1423,TL
217,-174,1684,TL
118,150,1974,TL
213,97,2860,TL
265,-114,2197,TL
162,31,190,TL
156,-7,989,TL
394,-77,3407,TL
73,25,2385,TL
-63,47,1503,TL
299,-17,1507,TL
100,-141,2013,TL
263,-53,1752,TL
120,123,1389,TL
231,-86,2506,TL
222,13,1754,TL
53,138,1386,TL
417,-52,2195,TL
149,-76,1697,TL
153,-18,1650,TL
254,4,1892,TL
222,-27,2870,TL
120,-82,1650,TL
117,36,741,TL
292,-59,1938,TL
230,-92,2516,TL
158,71,2106,TL
287,-19,1677,TL
153,-63,1530,TL
133,-67,1825,TL
361,-34,2421,TL
123,-72,2196,TL
198,-51,1529,TL
154,83,1054,TL
252,-12,2317,TL
-206,147,-434,BL
-2234,9,-26403,BL
-682,-3405,-5871,BL
3508,2200,4484,BL
2298,-810,-5137,BL
2812,-227,793,BL
-567,-2114,-1336,BL
-2269,-1304,5631,BL
-2230,1928,-1141,BL
-1374,-3116,3876,BL
4416,556,3432,BL
-1685,786,-10689,BL
-715,902,4107,BL
-708,1440,8734,BL
1433,-3758,290,BL
-712,-367,1572,BL
-2535,-630,3350,BL
2009,-2708,7239,BL
-1113,2625,-2427,BL
-1138,-1208,2015,BL
1145,892,193,BL
-1500,1144,370,BL
2402,-1396,1485,BL
-556,1051,4928,BL
911,372,8570,BL
324,932,2538,BL
46,38,-7728,BL
2399,-634,1988,BL
-301,633,-1268,BL
-573,-1578,2215,BL
644,724,1329,BL
-219,298,1810,BL
749,-902,6421,BL
918,1066,1620,BL
-1435,-392,-10016,BL
2507,-544,3598,BL
-327,366,8684,BL
1670,-1504,2939,BL
-1994,1276,-3449,BL
77,-916,-1414,BL
2096,-801,124,BL
-1303,1406,3264,BL
-69,14,6797,BL
-398,771,5231,BL
-783,-14,-1448,BL
2043,-587,2737,BL
-1853,859,-3236,BL
833,-1024,4603,BL
249,-255,1726,BL
-45,-368,828,BL
1030,27,2731,BL
-331,787,-520,BL
440,-496,1976,BL
-680,287,1525,BL
1194,-156,7368,BL
63,53,2090,BL
-418,39,-4770,BL
661,-474,4628,BL
16,245,4357,BL
-291,172,1589,BL
270,-536,-479,BL
265,-49,3864,BL
134,208,-837,BL
-158,400,-844,BL
982,-163,7274,BL
63,-310,5055,BL
-278,363,-2621,BL
225,-257,1256,BL
651,-656,2056,BL
223,178,2428,BL
795,255,3857,BL
-307,135,2703,BL
463,397,924,BL
-404,-137,-451,BL
416,-234,2962,BL
-22,-85,4054,BL
357,-166,2309,BL
479,-158,2863,BL
229,-339,65,BL
-39,171,-626,BL
278,257,1178,BL
256,80,4295,BL
145,423,3558,BL
-337,-30,938,BL
948,-312,1143,BL
-249,-75,-1000,BL
226,32,5240,BL
314,-301,4156,BL
238,-76,807,BL
-122,52,-670,BL
497,210,1849,BL
338,-49,1603,BL
-4,254,993,BL
-264,308,4044,BL
795,-189,3630,BL
-230,-118,-501,BL
503,-120,1156,BL
211,-67,1651,BL
328,-205,2944,BL
348,97,1926,BL
-220,139,1673,BL
494,-23,1647,BL
3,255,-193,BL
188,152,2611,BL
394,-163,3909,BL
313,-120,2565,BL
-48,-54,736,BL
126,-143,240,BL
271,-208,2257,BL
252,-19,3078,BL
-245,281,2056,BL
836,-109,2798,BL
-171,273,-559,BL
37,52,1110,BL
460,-86,3103,BL
-38,68,2435,BL
412,-297,3813,BL
14,-197,36,BL
261,-39,1351,BL
-142,38,1372,BL
-11,135,2152,BL
736,7,2997,BL
-226,86,1379,BL
496,-19,1915,BL
105,26,358,BL
203,-60,2409,BL
295,-155,3535,BL
-19,71,2118,BL
567,-230,1910,BL
212,-98,552,BL
-147,167,-299,BL
659,30,3269,BL
110,152,3122,BL
9,120,1982,BL
498,-73,1952,BL
84,-249,965,BL
349,-75,2357,BL
-5,102,2948,BL
462,-142,3085,BL
98,144,532,BL
-24,125,553,BL
633,-112,2247,BL
-65,112,1436,BL
206,25,3020,BL
225,28,2317,BL
158,-162,1969,BL
348,-228,964,BL
-21,101,1082,BL
327,-111,2921,BL
241,27,2645,BL
-38,205,1298,BL
389,-46,1940,BL
81,102,506,BL
125,-37,2091,BL
362,24,3331,BL
270,-35,3084,BL
199,-99,1888,BL
155,35,417,BL
83,-28,1466,BL
514,-111,2971,BL
-131,126,1416,BL
285,78,2659,BL
258,-30,1597,BL
-2,21,768,BL
340,-43,1945,BL
204,-20,2258,BL
260,-147,2953,BL
198,-7,1510,BL
306,-106,1890,BL
282,-20,1667,BL
14,93,1366,BL
310,-2,2627,BL
341,9,2480,BL
88,-49,1429,BL
217,26,1246,BL
214,-10,1623,BL
223,-155,2663,BL
200,73,2178,BL
207,-71,1858,BL
434,-75,1830,BL
16,74,411,BL
225,85,1945,BL
383,26,2818,BL
69,-8,2206,BL
262,-9,1147,BL
206,-18,1291,BL
257,-84,2172,BL
151,88,2046,BL
178,1,2333,BL
328,-69,2102,BL
58,56,998,BL
249,-70,1492,BL
300,34,2043,BL
114,-22,2299,BL
216,2,2260,BL
234,7,1639,BL
258,-157,1848,BL
232,-7,1235,BL
27,66,1662,BL
349,-73,2871,BL
-38,-548,2797,TL
-6108,2230,-9217,TL
4851,687,7758,TL
-5907,-679,-15776,TL
5195,200,19171,TL
1758,-322,22775,TL
-6914,3952,-6950,TL
4531,-2519,-1083,TL
1274,-3814,7031,TL
-2386,637,-7483,TL
-557,-2259,964,TL
2221,97,9308,TL
275,10,-4944,TL
-4068,-2037,4996,TL
1321,2437,19329,TL
1683,-1428,-5259,TL
749,-947,-14564,TL
-1519,1711,5172,TL
2485,-1667,11595,TL
876,240,-8579,TL
-2628,799,-2266,TL
1729,-2328,15373,TL
-511,1036,-4137,TL
-722,972,-589,TL
1404,-847,9561,TL
-1721,45,-2474,TL
-245,729,-1593,TL
-666,-187,8409,TL
2461,-580,6735,TL
-38,-19,-8492,TL
-1430,957,-5424,TL
1621,753,9890,TL
-629,-452,1690,TL
344,-191,6811,TL
-37,-633,1121,TL
-134,-446,-1752,TL
187,621,732,TL
739,-440,2939,TL
1769,-169,1969,TL
-1537,2021,1846,TL
-3,-228,4213,TL
744,-760,1389,TL
-179,228,-2588,TL
580,106,4273,TL
-163,282,2720,TL
110,-591,3199,TL
444,-109,6879,TL
379,-81,563,TL
-537,-588,-8514,TL
-63,247,3607,TL
1226,-25,9443,TL
882,161,2356,TL
-639,735,-2899,TL
314,-327,569,TL
1198,-556,1820,TL
-599,148,5049,TL
-465,281,3422,TL
-221,-556,-584,TL
1279,-238,1308,TL
-622,304,128,TL
699,72,3749,TL
545,144,2164,TL
-65,-103,1151,TL
53,514,2587,TL
373,-182,2459,TL
-30,-550,2456,TL
346,-51,682,TL
116,131,1802,TL
197,-111,3884,TL
-361,154,1681,TL
729,-66,-420,TL
510,215,-1558,TL
-188,340,1604,TL
736,39,6584,TL
58,-68,1177,TL
163,-99,577,TL
-385,-73,1113,TL
335,23,443,TL
561,-267,3538,TL
284,101,5775,TL
-73,263,-2235,TL
21,144,-2205,TL
680,-27,5077,TL
-30,137,4632,TL
-206,246,675,TL
489,-352,1352,TL
419,-461,2089,TL
-182,186,497,TL
469,48,2048,TL
176,-258,2226,TL
63,59,2043,TL
124,307,2202,TL
418,-122,2112,TL
-197,54,-792,TL
65,-77,2037,TL
406,-174,5618,TL
-108,-82,2637,TL
483,-54,947,TL
2,-91,-617,TL
359,-141,1368,TL
155,325,2421,TL
-75,308,3730,TL
793,-320,3373,TL
10,30,-1855,TL
10,101,439,TL
641,-258,4333,TL
165,56,3322,TL
124,-4,1441,TL
-27,-41,1702,TL
710,-198,1114,TL
76,281,629,TL
74,179,3209,TL
436,-62,3016,TL
-103,230,1086,TL
216,-213,2181,TL
310,-312,2088,TL
255,-150,495,TL
164,-57,1631,TL
55,-7,3393,TL
349,48,3123,TL
322,94,436,TL
-268,207,-234,TL
528,-299,2707,TL
138,85,3040,TL
233,-68,2687,TL
221,-216,552,TL
164,-38,633,TL
20,-122,1958,TL
230,7,3418,TL
512,-98,2516,TL
-114,160,4,TL
64,58,1372,TL
516,-4,2641,TL
65,30,1754,TL
-102,-25,2033,TL
463,-223,2512,TL
150,-34,1325,TL
206,-45,2106,TL
56,90,1679,TL
242,-45,1114,TL
336,40,2295,TL
135,92,2363,TL
456,5,2191,TL
47,31,727,TL
137,-78,1281,TL
180,46,2663,TL
244,-149,3246,TL
323,-157,2166,TL
-21,78,22,TL
311,-12,1204,TL
273,16,2441,TL
-26,243,2379,TL
477,-80,2758,TL
325,7,1610,TL
-32,-47,139,TL
380,-30,2034,TL
216,40,2838,TL
312,-70,2227,TL
-28,191,815,TL
437,-171,2045,TL
277,18,1615,TL
-26,169,1184,TL
411,-13,2740,TL
107,16,2228,TL
252,-23,2005,TL
315,-62,1292,TL
182,12,1525,TL
236,-98,1724,TL
94,152,2023,TL
233,59,3005,TL
362,-131,1989,TL
-15,81,71,TL
249,-45,1391,TL
186,40,3035,TL
52,29,2107,TL
292,-44,1495,TL
180,-114,1143,TL
221,-89,1877,TL
128,73,1943,TL
239,-33,2561,TL
333,-32,2020,TL
-53,102,743,TL
334,-17,2189,TL
256,-95,1959,TL
89,-59,1903,TL
279,-20,1933,TL
131,-1,2042,TL
237,-79,2123,TL
92,31,1063,TL
